title,location,time,price,img_url
Ideal 125 Sq Yards Exclusive Location Midway Commercial Bahria Karachi,Bahria Town Karachi,8  Aug,"Rs 3,15,00,000",https://apollo-singapore.akamaized.net/v1/files/d5d7r5sb4dew-PK/image;s=261x203;pk_;slot=1;filename=d5d7r5sb4dew-PK_.jpg
"Shops For Sale. Brand New , Ideal For Investment Purpose We Will Give",,8  Aug,"Rs 36,00,000",https://apollo-singapore.akamaized.net/v1/files/opry1vff0r0t1-PK/image;s=261x203;pk_;slot=1;filename=opry1vff0r0t1-PK_.jpg
Furnished Shop available for sale Wholesale electronic marke,Saddar Town,8  Aug,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/36224az01lo43-PK/image;s=261x203;pk_;slot=1;filename=36224az01lo43-PK_.jpg
Commercial Plot 400 Square Yards on Main Korangi Road Demand 10 Crore,Akhtar Colony,8  Aug,"Rs 10,00,00,000",https://apollo-singapore.akamaized.net/v1/files/x3t2fka6jq363-PK/image;s=261x203;pk_;slot=1;filename=x3t2fka6jq363-PK_.jpg
Commercial Building For Sale At Bahadurabad 6000 Square Feet,,8  Aug,"Rs 22,00,00,000",https://apollo-singapore.akamaized.net/v1/files/rka6gahnd0ie1-PK/image;s=261x203;pk_;slot=1;filename=rka6gahnd0ie1-PK_.jpg
Shop on gulshan e iqbal block 13D 1 main road commercial shop,Federal B Area,8  Aug,"Rs 25,00,000",https://apollo-singapore.akamaized.net/v1/files/3j3s562lbh701-PK/image;s=261x203;pk_;slot=1;filename=3j3s562lbh701-PK_.jpg
Porta Cabins for sale,Super Highway,8  Aug,"Rs 4,50,000",https://apollo-singapore.akamaized.net/v1/files/ksa9yawraokq3-PK/image;s=261x203;pk_;slot=1;filename=ksa9yawraokq3-PK_.jpg
Porta Container toilet For Sales,Super Highway,8  Aug,"Rs 6,75,000",https://apollo-singapore.akamaized.net/v1/files/wuryrng34nqx2-PK/image;s=261x203;pk_;slot=1;filename=wuryrng34nqx2-PK_.jpg
Shop for sale,Rashid Minhas Road,8  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/szkvlki1jdlq3-PK/image;s=261x203;pk_;slot=1;filename=szkvlki1jdlq3-PK_.jpg
3600 yard commercial plot on main M.A jinah road karachi,,8  Aug,"Rs 8,10,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Urgent sale New hardware shop fully hardware DHA for urgent Sale,DHA Defence,8  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/tbg34lyr9c3v-PK/image;s=261x203;pk_;slot=1;filename=tbg34lyr9c3v-PK_.jpg
Shop for sale,DHA Defence,8  Aug,"Rs 1,60,00,000",https://apollo-singapore.akamaized.net/v1/files/fctwqiphh5iv-PK/image;s=261x203;pk_;slot=1;filename=fctwqiphh5iv-PK_.jpg
Shops available on ownership at Main Medicine Market,Nishtar Road (Lawrence Road),8  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/q1ulpq3kx0rf1-PK/image;s=261x203;pk_;slot=2;filename=q1ulpq3kx0rf1-PK_.jpg
Shop in defense,DHA Defence,8  Aug,"Rs 1,60,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shipping Containers Available For SALE/RENT,Saddar Town,8  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/k4qjr32ge8203-PK/image;s=261x203;pk_;slot=1;filename=k4qjr32ge8203-PK_.jpg
"Prime Office Space Available For Sale_ At Main Clifton Block-7, Karach",Clifton,8  Aug,"Rs 3,25,00,000",https://apollo-singapore.akamaized.net/v1/files/kkvrfjbvk0ya3-PK/image;s=261x203;pk_;slot=1;filename=kkvrfjbvk0ya3-PK_.jpg
Porta Cabins For Sale,Super Highway,8  Aug,"Rs 5,20,000",https://apollo-singapore.akamaized.net/v1/files/vpgu4xsyquz82-PK/image;s=261x203;pk_;slot=1;filename=vpgu4xsyquz82-PK_.jpg
Running Stationery and Toy Shop Setup for Sale,North Nazimabad,8  Aug,"Rs 3,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in Malik society Opposite kaneez fatima society,Gulzar-E-Hijri,8  Aug,"Rs 26,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop in Gulshan-e-Maymar,Gulberg Town,8  Aug,"Rs 8,00,000",https://apollo-singapore.akamaized.net/v1/files/4wi6d3js738k3-PK/image;s=261x203;pk_;slot=1;filename=4wi6d3js738k3-PK_.jpg
Clifton Shop Office 160 Sq.ft,Clifton,8  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/5zk7hlbnzarc-PK/image;s=261x203;pk_;slot=1;filename=5zk7hlbnzarc-PK_.jpg
Golden chance for investers,Saddar Town,8  Aug,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/7al8bc5pftvg-PK/image;s=261x203;pk_;slot=1;filename=7al8bc5pftvg-PK_.jpg
Shop for sale,Safoora Goth,8  Aug,"Rs 85,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Paposh shop block 5-D,Paposh Nagar,8  Aug,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/l7l15tzuoos22-PK/image;s=261x203;pk_;slot=1;filename=l7l15tzuoos22-PK_.jpg
Commercial property for sale in industrial area new karachi 120 sq yar,New Karachi,8  Aug,"Rs 1,65,00,000",https://apollo-singapore.akamaized.net/v1/files/mhv75qzq08642-PK/image;s=261x203;pk_;slot=1;filename=mhv75qzq08642-PK_.jpg
Shop available for sale,Haidery,8  Aug,"Rs 70,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"Sharfabad, 500sq.ft Main Road Shop",Jamaluddin Afghani Road,8  Aug,"Rs 2,75,00,000",https://apollo-singapore.akamaized.net/v1/files/aret6e1vig6j2-PK/image;s=261x203;pk_;slot=1;filename=aret6e1vig6j2-PK_.jpg
House in business,Orangi Town,8  Aug,"Rs 5,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
100 yards old commercial building in PECHS,,7  Aug,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/sulyt9ycaxxu1-PK/image;s=261x203;pk_;slot=1;filename=sulyt9ycaxxu1-PK_.jpg
Offices for sale in Bahria Town karachi,Bahria Town Karachi,7  Aug,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/f25kyaqyjtml1-PK/image;s=261x203;pk_;slot=1;filename=f25kyaqyjtml1-PK_.jpg
Shop available for sale,Abul Hassan Isphani Road,7  Aug,"Rs 9,00,000",https://apollo-singapore.akamaized.net/v1/files/9ubejp89xmjy-PK/image;s=261x203;pk_;slot=1;filename=9ubejp89xmjy-PK_.jpg
Discounted price shops,Gulshan-E-Iqbal 1,7  Aug,"Rs 10,50,000",https://apollo-singapore.akamaized.net/v1/files/qin2gsk92odd1-PK/image;s=261x203;pk_;slot=1;filename=qin2gsk92odd1-PK_.jpg
Shop available in samama shopping mall main University road Karachi,University Road,7  Aug,"Rs 12,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shops in royal 8 icon,Gulshan-E-Iqbal 1,7  Aug,"Rs 65,13,278",https://apollo-singapore.akamaized.net/v1/files/g7zmwfbsnkns1-PK/image;s=261x203;pk_;slot=1;filename=g7zmwfbsnkns1-PK_.jpg
Shops at Royal 8 icon gulshan 13D,Gulshan-E-Iqbal 2,7  Aug,"Rs 48,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shops available in samam shopping mall,Abul Hassan Isphani Road,7  Aug,"Rs 32,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shops on discounted price,DHA Defence,7  Aug,"Rs 9,00,000",https://apollo-singapore.akamaized.net/v1/files/j4oq616kxp9d3-PK/image;s=261x203;pk_;slot=1;filename=j4oq616kxp9d3-PK_.jpg
Shop in samama shopping mall,University Road,7  Aug,"Rs 35,00,000",https://apollo-singapore.akamaized.net/v1/files/us0iljulk5yr-PK/image;s=261x203;pk_;slot=1;filename=us0iljulk5yr-PK_.jpg
Shops available in growing market,Abul Hassan Isphani Road,7  Aug,"Rs 16,00,000",https://apollo-singapore.akamaized.net/v1/files/2p000k160wx62-PK/image;s=261x203;pk_;slot=1;filename=2p000k160wx62-PK_.jpg
Shop in mina bazar available,Akhtar Colony,7  Aug,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in alwahid shopping mall,Abul Hassan Isphani Road,7  Aug,"Rs 9,50,000",https://apollo-singapore.akamaized.net/v1/files/sdgclm1t0sgj-PK/image;s=261x203;pk_;slot=1;filename=sdgclm1t0sgj-PK_.jpg
Shop for sale on instalments,Gulshan-E-Iqbal 2,7  Aug,"Rs 45,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial Space Shangrilla tower corner main road park view gulistane,100 Quarters,7  Aug,"Rs 1,60,00,000",https://apollo-singapore.akamaized.net/v1/files/18zgkairy6ic3-PK/image;s=261x203;pk_;slot=1;filename=18zgkairy6ic3-PK_.jpg
83 Squ Yards Comercial Lease Plot Available in sadi Town Bl 2 West Opn,Malir Link To Super Highway,7  Aug,"Rs 50,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Vip lock hotel. And clinic ya xyz,Gizri Road,7  Aug,"Rs 20,00,00,000",https://apollo-singapore.akamaized.net/v1/files/65hnua2gl0vu3-PK/image;s=261x203;pk_;slot=1;filename=65hnua2gl0vu3-PK_.jpg
2200 Sq Yard Industrial area Constructed Block 22 F.B.Area Karachi,Ancholi,7  Aug,"Rs 18,00,00,000",https://apollo-singapore.akamaized.net/v1/files/jhs8g1pc41kt2-PK/image;s=261x203;pk_;slot=3;filename=jhs8g1pc41kt2-PK_.jpg
1000 sq yard Commercial property IN Industrial area For Sale New Karac,New Karachi,7  Aug,"Rs 7,50,00,000",https://apollo-singapore.akamaized.net/v1/files/1elygymm9xaq1-PK/image;s=261x203;pk_;slot=1;filename=1elygymm9xaq1-PK_.jpg
Malir Town Residency Shop Corner,Malir,7  Aug,"Rs 3,00,000",https://apollo-singapore.akamaized.net/v1/files/ajxswofqs67d-PK/image;s=261x203;pk_;slot=1;filename=ajxswofqs67d-PK_.jpg
Shop for Sale,Gillani Railway Station,7  Aug,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/osk2ir1ia9wb1-PK/image;s=261x203;pk_;slot=1;filename=osk2ir1ia9wb1-PK_.jpg
Dha Phase 7 Ext Khayaban-e-rizwan Offiec Sell !in Dha,DHA Defence,7  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/hfhcdp4bj6oi-PK/image;s=261x203;pk_;slot=1;filename=hfhcdp4bj6oi-PK_.jpg
Dry Containers 20 STD & 40 HC Containers,Saddar Town,7  Aug,"Rs 1,00,000",https://apollo-singapore.akamaized.net/v1/files/ps18v76ruffi1-PK/image;s=261x203;pk_;slot=1;filename=ps18v76ruffi1-PK_.jpg
Hotel for salee in NARAN with resonable price,,7  Aug,"Rs 5,00,00,000",https://apollo-singapore.akamaized.net/v1/files/giwqb3isdvv5-PK/image;s=261x203;pk_;slot=1;filename=giwqb3isdvv5-PK_.jpg
shop for sale 25 meter Road commercial market,North Karachi,7  Aug,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/bdfsi0xcgg4i2-PK/image;s=261x203;pk_;slot=1;filename=bdfsi0xcgg4i2-PK_.jpg
Shop at haroon shopping mall 1st floor centrally air condition,Buffer Zone 2,7  Aug,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/327vqdnu9s9k3-PK/image;s=261x203;pk_;slot=1;filename=327vqdnu9s9k3-PK_.jpg
Mezzanine for sale at Badar commercial,DHA,7  Aug,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/r36oey3tqvf03-PK/image;s=261x203;pk_;slot=1;filename=r36oey3tqvf03-PK_.jpg
"DHA Phase 8, for sale plot, 1995 yards , 34 street, 413 No, 19.0 cr",100 Quarters,7  Aug,"Rs 1,90,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
580 square feet office 3rd floor for sale at zamzama,DHA,7  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/zslf1qf25jz-PK/image;s=261x203;pk_;slot=1;filename=zslf1qf25jz-PK_.jpg
Main Road Shop For Sale North Nazimabad.,North Nazimabad,7  Aug,"Rs 5,00,00,000",https://apollo-singapore.akamaized.net/v1/files/sgxt4oihto921-PK/image;s=261x203;pk_;slot=1;filename=sgxt4oihto921-PK_.jpg
Shop for sale,North Nazimabad,7  Aug,"Rs 20,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Taiser town scheme 35 plot comercial,Scheme 45,7  Aug,"Rs 70,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop size 10x10,Pakistan Chowk,7  Aug,"Rs 16,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop For Sell  Binhashim blk14 G.jauhar.,Gulistan-e-Jauhar,7  Aug,"Rs 48,00,000",https://apollo-singapore.akamaized.net/v1/files/lmdkhgl2nosm2-PK/image;s=261x203;pk_;slot=1;filename=lmdkhgl2nosm2-PK_.jpg
Hawksbay Hut For Sale,Hawks Bay Scheme 42,7  Aug,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/4dvwpm4v55m91-PK/image;s=261x203;pk_;slot=1;filename=4dvwpm4v55m91-PK_.jpg
"We Provide Office Container. Home, Store, Porta cabin etc",Saddar Town,7  Aug,,https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
9.24 Sqfts shop  jauhar gold block 14,Gulistan-e-Jauhar,7  Aug,"Rs 38,00,000",https://apollo-singapore.akamaized.net/v1/files/prnpw4woiuoo1-PK/image;s=261x203;pk_;slot=1;filename=prnpw4woiuoo1-PK_.jpg
Shop - office - commercial space,Gulshan-E-Iqbal 1,7  Aug,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/6erfaah6hb0b3-PK/image;s=261x203;pk_;slot=2;filename=6erfaah6hb0b3-PK_.jpg
Midway Commercial Plot B-Side Bahria Town Karachi Prime Location,Bahria Town Karachi,7  Aug,"Rs 4,00,00,000",https://apollo-singapore.akamaized.net/v1/files/vh0rtxic4ex23-PK/image;s=261x203;pk_;slot=1;filename=vh0rtxic4ex23-PK_.jpg
Midway Commercial A-Side Bahria Town Karachi,Bahria Town Karachi,7  Aug,"Rs 3,50,00,000",https://apollo-singapore.akamaized.net/v1/files/33xxbaqu2su8-PK/image;s=261x203;pk_;slot=1;filename=33xxbaqu2su8-PK_.jpg
Electronic market shop available,Saddar Town,7  Aug,"Rs 28,00,000",https://apollo-singapore.akamaized.net/v1/files/yel7sk9xmmcv3-PK/image;s=261x203;pk_;slot=1;filename=yel7sk9xmmcv3-PK_.jpg
Porta Cabins for sale,Super Highway,7  Aug,"Rs 6,55,000",https://apollo-singapore.akamaized.net/v1/files/byrdl2hss7g4-PK/image;s=261x203;pk_;slot=1;filename=byrdl2hss7g4-PK_.jpg
Leased 300 square feet shop for sale in nazimabad no 1 near on plaza,Nazimabad,7  Aug,"Rs 27,50,000",https://apollo-singapore.akamaized.net/v1/files/lsloew37kcyd-PK/image;s=261x203;pk_;slot=1;filename=lsloew37kcyd-PK_.jpg
"M.A.Jinnah Road, Electronic market shop sale",Saddar Town,7  Aug,"Rs 36,00,000",https://apollo-singapore.akamaized.net/v1/files/4lbcpy1sb1922-PK/image;s=261x203;pk_;slot=1;filename=4lbcpy1sb1922-PK_.jpg
Main hayderi shop,Nazimabad,7  Aug,"Rs 3,42,000",https://apollo-singapore.akamaized.net/v1/files/ur57feahwntb2-PK/image;s=261x203;pk_;slot=1;filename=ur57feahwntb2-PK_.jpg
Shop At RJ Shopping Mall,Rashid Minhas Road,7  Aug,"Rs 18,00,000",https://apollo-singapore.akamaized.net/v1/files/ay66qj8mbcxq-PK/image;s=261x203;pk_;slot=1;filename=ay66qj8mbcxq-PK_.jpg
Shops On 20% Advance In Karachi,Bagh-e-Korangi,7  Aug,"Rs 4,00,000",https://apollo-singapore.akamaized.net/v1/files/qy6yodf96shs1-PK/image;s=261x203;pk_;slot=1;filename=qy6yodf96shs1-PK_.jpg
Shop for sale,DHA Defence,7  Aug,"Rs 70,00,000",https://apollo-singapore.akamaized.net/v1/files/bwwwjkdpfp0l-PK/image;s=261x203;pk_;slot=1;filename=bwwwjkdpfp0l-PK_.jpg
Gulshan10A Shop Rashid Minhas Road,Gulshan-E-Iqbal 1,7  Aug,"Rs 1,75,00,000",https://apollo-singapore.akamaized.net/v1/files/7gmdj5sspoyx-PK/image;s=261x203;pk_;slot=1;filename=7gmdj5sspoyx-PK_.jpg
Shop for sale Auto Market at gulistan e juhar,Gulistan-e-Jauhar,7  Aug,"Rs 25,00,000",https://apollo-singapore.akamaized.net/v1/files/kgm0yvqllejj1-PK/image;s=261x203;pk_;slot=1;filename=kgm0yvqllejj1-PK_.jpg
Plot for sale,DHA,7  Aug,"Rs 28,50,00,000",https://apollo-singapore.akamaized.net/v1/files/4flbuzqzi87j2-PK/image;s=261x203;pk_;slot=1;filename=4flbuzqzi87j2-PK_.jpg
2 Portion semi commercial for Sell,North Karachi,7  Aug,"Rs 88,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Office for sale phase 6 big bukhari,,7  Aug,"Rs 95,00,000",https://apollo-singapore.akamaized.net/v1/files/yh18c02amzvt2-PK/image;s=261x203;pk_;slot=1;filename=yh18c02amzvt2-PK_.jpg
For sell commercial property,Shahra-e-Faisal,7  Aug,"Rs 28,00,00,000",https://apollo-singapore.akamaized.net/v1/files/oe3xcyi6900j1-PK/image;s=261x203;pk_;slot=1;filename=oe3xcyi6900j1-PK_.jpg
Offce in defance well mantain,,7  Aug,"Rs 95,00,000",https://apollo-singapore.akamaized.net/v1/files/s51p6farld6a-PK/image;s=261x203;pk_;slot=1;filename=s51p6farld6a-PK_.jpg
Office for seal,,7  Aug,"Rs 95,00,000",https://apollo-singapore.akamaized.net/v1/files/r3ihm6ihh4ca2-PK/image;s=261x203;pk_;slot=1;filename=r3ihm6ihh4ca2-PK_.jpg
Porta toilet For Sales,Super Highway,7  Aug,"Rs 7,80,000",https://apollo-singapore.akamaized.net/v1/files/hcxwtnnvkz7q2-PK/image;s=261x203;pk_;slot=1;filename=hcxwtnnvkz7q2-PK_.jpg
"Phase 6, ittahad commercial 1020 sqft Office 80 fit wide road entrance",,7  Aug,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/57uxjcf7ghp31-PK/image;s=261x203;pk_;slot=1;filename=57uxjcf7ghp31-PK_.jpg
Porta Toilet For Sale,Super Highway,7  Aug,"Rs 8,50,000",https://apollo-singapore.akamaized.net/v1/files/muvsgcrzapi12-PK/image;s=261x203;pk_;slot=1;filename=muvsgcrzapi12-PK_.jpg
Defence 1650 sqft mezzanine floor,DHA Defence,7  Aug,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/wp7mfouqwtof2-PK/image;s=261x203;pk_;slot=1;filename=wp7mfouqwtof2-PK_.jpg
Defence viii murtaza commercial new office,DHA Defence,7  Aug,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/yew898n21zos3-PK/image;s=261x203;pk_;slot=1;filename=yew898n21zos3-PK_.jpg
1st floor dolman mall Tariq road on schedule or exchange flat / car,Tariq Road,7  Aug,"Rs 60,00,000",https://apollo-singapore.akamaized.net/v1/files/8ydda4q6y14d3-PK/image;s=261x203;pk_;slot=1;filename=8ydda4q6y14d3-PK_.jpg
Beauty salon,Gillani Railway Station,7  Aug,"Rs 12,00,000",https://apollo-singapore.akamaized.net/v1/files/o23blzbpwhzf3-PK/image;s=261x203;pk_;slot=1;filename=o23blzbpwhzf3-PK_.jpg
Best investment for a Big Profit office in Jinnah avenue bahria Town k,Bahria Town Karachi,7  Aug,"Rs 15,00,000",https://apollo-singapore.akamaized.net/v1/files/10tord1bpp452-PK/image;s=261x203;pk_;slot=1;filename=10tord1bpp452-PK_.jpg
Saima Mall Shop For Sale,Sharifabad,7  Aug,"Rs 1,10,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
120 Square Yards Main Zabunissa Street,Cutchi Memon Cooperative Housing Society,7  Aug,"Rs 9,00,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
720 square feet office for sale at Touheed commercial,DHA,7  Aug,"Rs 1,18,00,000",https://apollo-singapore.akamaized.net/v1/files/2qy4xgr3wvf31-PK/image;s=261x203;pk_;slot=1;filename=2qy4xgr3wvf31-PK_.jpg
Gulistan.e.johar block 19,Gulistan-e-Jauhar,7  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/vem4k5jhu76m-PK/image;s=261x203;pk_;slot=1;filename=vem4k5jhu76m-PK_.jpg
Lease shop washroom.available metha pani raod facing shop,Gulistan-e-Jauhar,7  Aug,"Rs 52,00,000",https://olxpkstatic-a.akamaihd.net/dd81509-971/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial Shop for Sale in Main Market Size 10 by 12 pib colony,Gulshan-E-Iqbal 1,7  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/k8810rtqql1e-PK/image;s=261x203;pk_;slot=1;filename=k8810rtqql1e-PK_.jpg
Mezzanine at a prime location of Khadda market,DHA Defence,7  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/p9ux91g8k5j62-PK/image;s=261x203;pk_;slot=1;filename=p9ux91g8k5j62-PK_.jpg
Defence 500 Sqfit & 800 Sqfit Shop for Sale,DHA,7  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/4wadvdbc76tc2-PK/image;s=261x203;pk_;slot=1;filename=4wadvdbc76tc2-PK_.jpg
Brand new shop available for sale at prime location Khalid bin waleed,Pechs II,7  Aug,"Rs 5,00,000",https://apollo-singapore.akamaized.net/v1/files/0kusqgjn28v42-PK/image;s=261x203;pk_;slot=1;filename=0kusqgjn28v42-PK_.jpg
chance del rant inacm 45000 manthli incam,DHA Defence,7  Aug,"Rs 85,00,000",https://apollo-singapore.akamaized.net/v1/files/0lpv0yksa80o1-PK/image;s=261x203;pk_;slot=1;filename=0lpv0yksa80o1-PK_.jpg
"Shop for best investment in the Heart of North Karachi, Sector 5C-2",North Karachi,6  Aug,"Rs 35,00,000",https://apollo-singapore.akamaized.net/v1/files/uc22vrya7hcy1-PK/image;s=261x203;pk_;slot=1;filename=uc22vrya7hcy1-PK_.jpg
running mobile shops available for sale,Gulshan-E-Iqbal 1,6  Aug,"Rs 30,00,000",https://apollo-singapore.akamaized.net/v1/files/7vpk8rvmbkua-PK/image;s=261x203;pk_;slot=1;filename=7vpk8rvmbkua-PK_.jpg
Shop tariq road.falcon plaza,Tariq Road,6  Aug,"Rs 55,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
100 Sq.Ft Apartment Dolman center,Tariq Road,6  Aug,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/ghnidi8vmrtd-PK/image;s=261x203;pk_;slot=1;filename=ghnidi8vmrtd-PK_.jpg
Shop for sale,DHA,6  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/y3dbm53nejql3-PK/image;s=261x203;pk_;slot=1;filename=y3dbm53nejql3-PK_.jpg
Shop For Sale In P.i.b Colony...,P.I.B. Colony,6  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/tqd9otabhbbw1-PK/image;s=261x203;pk_;slot=1;filename=tqd9otabhbbw1-PK_.jpg
